1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	11
1	12
1	13
1	14
1	15
1	16
1	17
1	18
1	19
1	20
1	21
1	22
1	23
1	24
1	25
1	26
1	27
28	29
28	30
28	31
32	33
32	34
32	35
32	36
32	37
38	39
38	40
38	41
38	42
38	43
38	44
38	45
38	46
38	47
38	48
38	49
50	51
50	52
50	7
50	8
50	53
54	55
54	56
54	57
58	59
58	60
58	61
58	62
58	63
64	65
64	66
64	67
64	68
64	69
64	70
64	71
64	72
73	74
73	75
73	76
73	77
73	78
73	79
73	80
73	81
73	82
73	83
73	84
73	85
59	58
86	87
86	88
86	89
86	90
86	91
86	92
86	93
86	94
86	95
86	96
86	97
86	98
86	99
86	100
86	101
86	102
86	103
86	104
86	105
86	106
86	107
86	108
86	109
86	110
86	111
86	112
86	113
86	114
86	115
86	116
86	117
86	118
86	119
86	120
86	121
86	122
86	123
86	124
86	125
86	126
86	127
86	128
86	129
86	130
86	131
86	132
86	133
86	134
86	135
86	136
86	137
86	138
86	139
86	140
86	141
86	142
86	143
86	144
86	145
86	146
86	147
86	148
86	149
86	150
86	151
86	152
86	153
86	154
86	155
86	156
86	157
86	158
86	159
86	160
161	162
161	163
161	33
161	164
161	165
161	166
161	167
161	168
161	169
161	170
161	171
161	172
161	173
161	174
161	175
161	176
161	177
161	9
161	178
161	179
161	180
161	181
161	182
161	183
161	184
161	185
161	186
161	187
161	188
161	37
161	189
161	21
161	190
161	191
161	192
161	193
161	194
161	195
161	196
161	197
161	198
161	199
161	200
161	201
161	202
161	203
161	204
161	205
161	206
161	207
208	209
208	210
208	211
208	212
208	213
208	214
208	215
208	216
208	217
208	218
219	220
219	221
219	222
219	223
219	224
219	225
219	226
219	227
219	228
219	229
219	230
219	231
232	233
232	234
232	235
232	236
232	237
232	238
232	239
232	240
232	241
232	242
232	243
232	244
232	245
232	246
232	247
232	248
232	249
232	250
232	251
232	252
232	253
232	254
232	255
232	256
232	257
232	258
232	259
232	260
232	261
232	262
232	263
232	264
232	265
232	266
232	267
232	268
232	269
232	270
232	271
232	272
232	273
232	274
232	275
232	276
232	277
232	278
232	23
232	279
232	280
232	281
282	283
282	284
282	285
282	286
282	287
282	288
282	289
282	290
282	291
162	161
162	292
162	293
162	294
162	295
162	296
162	297
162	298
162	299
162	300
162	301
162	302
303	304
303	305
303	306
303	307
303	308
303	309
303	310
303	311
303	312
303	313
303	314
303	315
303	316
303	317
303	318
303	319
303	320
303	321
303	322
303	323
303	324
303	325
303	326
303	327
303	328
303	329
303	330
303	331
303	332
303	333
303	334
303	335
303	336
303	337
303	338
303	339
303	340
303	341
303	342
303	343
303	344
303	345
303	346
303	347
303	348
303	349
303	350
303	351
303	352
303	353
303	354
303	355
356	357
356	358
356	359
356	360
356	361
356	362
356	363
356	364
356	365
356	366
356	367
356	368
356	369
356	370
356	371
356	372
373	87
373	374
373	375
373	376
373	377
373	378
373	379
373	380
373	381
373	382
373	383
373	384
373	385
373	386
373	387
373	388
373	389
373	390
373	391
373	392
373	393
373	394
373	395
373	396
373	397
373	398
373	399
373	400
373	401
373	402
373	403
373	404
373	405
373	406
373	407
373	408
373	409
373	410
373	411
373	412
373	413
373	414
373	415
373	416
373	417
373	418
373	419
373	420
373	421
373	422
373	423
373	424
373	425
87	86
87	373
87	89
87	426
87	96
87	427
87	428
87	102
87	106
87	429
87	109
87	110
87	111
87	113
87	430
87	116
87	117
87	118
87	15
87	120
